NumOfSamples	Duration	PiEstimate
1000		0.000153901			0.4
2000		0.000276172			0.8
3000		0.000367639			1.2
4000		0.000490095			1.6
5000		0.000616072			2
6000		0.000810843			2.4
7000		0.000851907			2.8
8000		0.00100565			3.2
9000		0.00109865			3.6
10000		0.00138669			4
