128	0.000126952	0.000159883	32768
512	0.00203965	0.00288168	524288
1024	0.00824713	0.015252	2.09715e+06
2048	0.0332278	0.0661236	8.38861e+06
4096	0.125759	0.268536	3.35544e+07
8192	0.499982	1.10793	1.34218e+08
